519.598, 1737.000
521.099, 1742.000
522.600, 1738.000
524.100, 1743.000
525.600, 1751.000
527.099, 1748.000
528.598, 1740.000
530.096, 1738.000
531.593, 1741.000
533.090, 1740.000
534.586, 1739.000
536.081, 1737.000
537.576, 1738.000
539.070, 1741.000
540.564, 1738.000
542.057, 1732.000
543.550, 1728.000
545.041, 1724.000
546.533, 1725.000
548.023, 1731.000
549.513, 1740.000
551.003, 1745.000
552.492, 1748.000
553.980, 1739.000
555.468, 1732.000
556.955, 1730.000
558.442, 1742.000
559.927, 1737.000
561.413, 1739.000
562.897, 1740.000
564.382, 1743.000
565.865, 1736.000
567.348, 1739.000
568.830, 1742.000
570.312, 1741.000
571.793, 1728.000
573.274, 1728.000
574.754, 1735.000
576.233, 1740.000
577.712, 1735.000
579.190, 1740.000
580.668, 1741.000
582.145, 1741.000
583.621, 1736.000
585.097, 1743.000
586.572, 1743.000
588.047, 1743.000
589.521, 1735.000
590.995, 1736.000
592.468, 1737.000
593.940, 1739.000
595.412, 1738.000
596.883, 1735.000
598.353, 1733.000
599.823, 1723.000
601.293, 1730.000
602.761, 1740.000
604.230, 1748.000
605.697, 1739.000
607.164, 1740.000
608.631, 1738.000
610.096, 1738.000
611.562, 1735.000
613.026, 1738.000
614.491, 1738.000
615.954, 1738.000
617.417, 1734.000
618.879, 1729.000
620.341, 1730.000
621.802, 1732.000
623.263, 1736.000
624.723, 1733.000
626.182, 1732.000
627.641, 1738.000
629.099, 1750.000
630.557, 1756.000
632.014, 1757.000
633.471, 1752.000
634.927, 1746.000
636.382, 1741.000
637.837, 1742.000
639.291, 1743.000
640.745, 1743.000
642.198, 1744.000
643.650, 1742.000
645.102, 1735.000
646.553, 1728.000
648.004, 1733.000
649.454, 1742.000
650.904, 1747.000
652.353, 1749.000
653.801, 1750.000
655.249, 1750.000
656.696, 1751.000
658.143, 1749.000
659.589, 1749.000
661.035, 1749.000
662.480, 1751.000
663.924, 1744.000
665.368, 1742.000
666.811, 1742.000
668.254, 1739.000
669.696, 1740.000
671.138, 1747.000
672.578, 1748.000
674.019, 1752.000
675.459, 1753.000
676.898, 1757.000
678.337, 1751.000
679.775, 1756.000
681.212, 1760.000
682.649, 1761.000
684.086, 1757.000
685.521, 1752.000
686.957, 1756.000
688.391, 1762.000
689.825, 1765.000
691.259, 1752.000
692.692, 1748.000
694.124, 1755.000
695.556, 1767.000
696.987, 1766.000
698.418, 1760.000
699.848, 1755.000
701.278, 1759.000
702.707, 1761.000
704.135, 1760.000
705.563, 1761.000
706.990, 1762.000
708.417, 1758.000
709.843, 1757.000
711.269, 1761.000
712.694, 1760.000
714.118, 1757.000
715.542, 1761.000
716.966, 1763.000
718.388, 1770.000
719.811, 1774.000
721.232, 1771.000
722.653, 1765.000
724.074, 1762.000
725.494, 1758.000
726.913, 1747.000
728.332, 1746.000
729.750, 1746.000
731.168, 1747.000
732.585, 1751.000
734.002, 1757.000
735.418, 1761.000
736.833, 1770.000
738.248, 1765.000
739.663, 1760.000
741.076, 1752.000
742.490, 1761.000
743.902, 1759.000
745.314, 1767.000
746.726, 1773.000
748.137, 1777.000
749.548, 1776.000
750.957, 1771.000
752.367, 1771.000
753.776, 1776.000
755.184, 1783.000
756.591, 1786.000
757.999, 1790.000
759.405, 1801.000
760.811, 1815.000
762.217, 1817.000
763.621, 1813.000
765.026, 1803.000
766.430, 1801.000
767.833, 1800.000
769.235, 1812.000
770.638, 1831.000
772.039, 1844.000
773.440, 1856.000
774.841, 1863.000
776.240, 1882.000
777.640, 1893.000
779.039, 1898.000
780.437, 1905.000
781.835, 1931.000
783.232, 1965.000
784.628, 1994.000
786.024, 2029.000
787.420, 2071.000
788.815, 2131.000
790.209, 2209.000
791.603, 2346.000
792.996, 2570.000
794.389, 2941.000
795.781, 3519.000
797.173, 4283.000
798.564, 5106.000
799.955, 5795.000
801.345, 6116.000
802.734, 5907.000
804.123, 5228.000
805.511, 4311.000
806.899, 3435.000
808.287, 2780.000
809.673, 2391.000
811.059, 2178.000
812.445, 2073.000
813.830, 2017.000
815.215, 1985.000
816.599, 1949.000
817.982, 1909.000
819.365, 1877.000
820.747, 1860.000
822.129, 1851.000
823.511, 1841.000
824.891, 1834.000
826.272, 1825.000
827.651, 1822.000
829.030, 1822.000
830.409, 1817.000
831.787, 1810.000
833.164, 1797.000
834.541, 1788.000
835.918, 1785.000
837.294, 1788.000
838.669, 1778.000
840.044, 1770.000
841.418, 1770.000
842.792, 1767.000
844.165, 1763.000
845.538, 1765.000
846.910, 1770.000
848.281, 1774.000
849.652, 1774.000
851.023, 1776.000
852.393, 1772.000
853.762, 1775.000
855.131, 1771.000
856.499, 1764.000
857.867, 1754.000
859.234, 1758.000
860.601, 1752.000
861.967, 1747.000
863.333, 1747.000
864.698, 1755.000
866.063, 1758.000
867.427, 1750.000
868.790, 1752.000
870.153, 1756.000
871.516, 1762.000
872.877, 1763.000
874.239, 1767.000
875.600, 1769.000
876.960, 1760.000
878.320, 1757.000
879.679, 1749.000
881.038, 1745.000
882.396, 1744.000
883.754, 1743.000
885.111, 1744.000
886.467, 1751.000
887.823, 1757.000
889.179, 1754.000
890.534, 1754.000
891.888, 1759.000
893.242, 1753.000
894.596, 1747.000
895.949, 1739.000
897.301, 1742.000
898.653, 1749.000
900.004, 1754.000
901.355, 1752.000
902.705, 1746.000
904.055, 1750.000
905.404, 1756.000
906.753, 1753.000
908.101, 1742.000
909.448, 1738.000
910.795, 1741.000
912.142, 1745.000
913.488, 1748.000
914.833, 1755.000
916.178, 1756.000
917.523, 1753.000
918.867, 1749.000
920.210, 1749.000
921.553, 1747.000
922.895, 1750.000
924.237, 1752.000
925.578, 1750.000
926.919, 1747.000
928.259, 1748.000
929.599, 1746.000
930.938, 1746.000
932.277, 1751.000
933.615, 1755.000
934.953, 1760.000
936.290, 1759.000
937.627, 1752.000
938.963, 1747.000
940.298, 1750.000
941.633, 1754.000
942.968, 1753.000
944.302, 1752.000
945.635, 1748.000
946.968, 1757.000
948.301, 1764.000
949.633, 1768.000
950.964, 1757.000
952.295, 1755.000
953.625, 1761.000
954.955, 1762.000
956.284, 1760.000
957.613, 1759.000
958.941, 1759.000
960.269, 1748.000
961.596, 1737.000
962.923, 1747.000
964.249, 1753.000
965.575, 1763.000
966.900, 1763.000
968.225, 1766.000
969.549, 1766.000
970.873, 1768.000
972.196, 1774.000
973.518, 1770.000
974.841, 1767.000
976.162, 1768.000
977.483, 1779.000
978.804, 1786.000
980.124, 1781.000
981.443, 1784.000
982.762, 1791.000
984.081, 1800.000
985.399, 1800.000
986.716, 1804.000
988.033, 1799.000
989.350, 1800.000
990.666, 1806.000
991.981, 1819.000
993.296, 1827.000
994.610, 1831.000
995.924, 1827.000
997.238, 1825.000
998.551, 1837.000
999.863, 1860.000
1001.175, 1876.000
1002.486, 1883.000
1003.797, 1895.000
1005.107, 1913.000
1006.417, 1932.000
1007.727, 1947.000
1009.035, 1969.000
1010.344, 2010.000
1011.651, 2063.000
1012.959, 2111.000
1014.265, 2147.000
1015.572, 2187.000
1016.878, 2254.000
1018.183, 2349.000
1019.488, 2469.000
1020.792, 2590.000
1022.096, 2722.000
1023.399, 2832.000
1024.701, 2934.000
1026.004, 3018.000
1027.305, 3086.000
1028.607, 3106.000
1029.907, 3072.000
1031.208, 2988.000
1032.507, 2866.000
1033.806, 2723.000
1035.105, 2580.000
1036.403, 2459.000
1037.701, 2366.000
1038.998, 2290.000
1040.295, 2223.000
1041.591, 2159.000
1042.887, 2105.000
1044.182, 2063.000
1045.477, 2031.000
1046.771, 1999.000
1048.064, 1973.000
1049.358, 1943.000
1050.650, 1916.000
1051.943, 1902.000
1053.234, 1898.000
1054.525, 1887.000
1055.816, 1868.000
1057.106, 1852.000
1058.396, 1846.000
1059.685, 1844.000
1060.974, 1841.000
1062.262, 1828.000
1063.550, 1825.000
1064.837, 1831.000
1066.123, 1838.000
1067.410, 1834.000
1068.695, 1830.000
1069.981, 1821.000
1071.265, 1817.000
1072.549, 1812.000
1073.833, 1808.000
1075.116, 1803.000
1076.399, 1799.000
1077.681, 1796.000
1078.963, 1786.000
1080.244, 1789.000
1081.525, 1784.000
1082.805, 1786.000
1084.085, 1783.000
1085.364, 1788.000
1086.643, 1782.000
1087.921, 1777.000
1089.199, 1763.000
1090.476, 1759.000
1091.753, 1757.000
1093.029, 1770.000
1094.305, 1777.000
1095.581, 1778.000
1096.855, 1764.000
1098.130, 1760.000
1099.404, 1774.000
1100.677, 1778.000
1101.950, 1774.000
1103.222, 1769.000
1104.494, 1773.000
1105.765, 1771.000
1107.036, 1772.000
1108.307, 1774.000
1109.577, 1773.000
1110.846, 1768.000
1112.115, 1768.000
1113.383, 1774.000
1114.651, 1772.000
1115.919, 1763.000
1117.186, 1762.000
1118.452, 1773.000
1119.718, 1778.000
1120.984, 1772.000
1122.249, 1771.000
1123.513, 1768.000
1124.777, 1769.000
1126.041, 1768.000
1127.304, 1771.000
1128.567, 1765.000
1129.829, 1767.000
1131.090, 1764.000
1132.351, 1772.000
1133.612, 1782.000
1134.872, 1792.000
1136.132, 1786.000
1137.391, 1784.000
1138.650, 1789.000
1139.908, 1786.000
1141.166, 1777.000
1142.423, 1784.000
1143.680, 1799.000
1144.936, 1802.000
1146.192, 1803.000
1147.447, 1814.000
1148.702, 1831.000
1149.957, 1846.000
1151.210, 1877.000
1152.464, 1922.000
1153.717, 1971.000
1154.969, 2019.000
1156.221, 2054.000
1157.473, 2076.000
1158.724, 2065.000
1159.974, 2029.000
1161.224, 1975.000
1162.474, 1927.000
1163.723, 1874.000
1164.971, 1833.000
1166.219, 1799.000
1167.467, 1791.000
1168.714, 1789.000
1169.961, 1789.000
1171.207, 1780.000
1172.453, 1778.000
1173.698, 1783.000
1174.943, 1782.000
1176.187, 1774.000
1177.431, 1772.000
1178.674, 1775.000
1179.917, 1777.000
1181.159, 1771.000
1182.401, 1765.000
1183.643, 1763.000
1184.884, 1755.000
1186.124, 1755.000
1187.364, 1756.000
1188.604, 1759.000
1189.843, 1762.000
1191.081, 1771.000
1192.319, 1773.000
1193.557, 1767.000
1194.794, 1759.000
1196.031, 1761.000
1197.267, 1764.000
1198.503, 1777.000
1199.738, 1780.000
1200.973, 1779.000
1202.207, 1770.000
1203.441, 1778.000
1204.674, 1780.000
1205.907, 1784.000
1207.140, 1785.000
1208.372, 1783.000
1209.603, 1784.000
1210.834, 1794.000
1212.065, 1800.000
1213.295, 1796.000
1214.524, 1791.000
1215.753, 1785.000
1216.982, 1778.000
1218.210, 1787.000
1219.438, 1797.000
1220.665, 1799.000
1221.892, 1798.000
1223.118, 1808.000
1224.344, 1817.000
1225.569, 1823.000
1226.794, 1821.000
1228.019, 1823.000
1229.243, 1824.000
1230.466, 1822.000
1231.689, 1819.000
1232.912, 1828.000
1234.134, 1845.000
1235.355, 1856.000
1236.576, 1861.000
1237.797, 1870.000
1239.017, 1877.000
1240.237, 1887.000
1241.456, 1897.000
1242.675, 1912.000
1243.894, 1925.000
1245.111, 1931.000
1246.329, 1946.000
1247.546, 1957.000
1248.762, 1985.000
1249.978, 2019.000
1251.194, 2057.000
1252.409, 2082.000
1253.624, 2122.000
1254.838, 2173.000
1256.051, 2234.000
1257.265, 2303.000
1258.477, 2391.000
1259.690, 2491.000
1260.902, 2608.000
1262.113, 2713.000
1263.324, 2797.000
1264.534, 2870.000
1265.744, 2933.000
1266.954, 2942.000
1268.163, 2902.000
1269.372, 2817.000
1270.580, 2725.000
1271.788, 2618.000
1272.995, 2507.000
1274.202, 2412.000
1275.408, 2344.000
1276.614, 2289.000
1277.819, 2222.000
1279.024, 2173.000
1280.229, 2129.000
1281.433, 2091.000
1282.636, 2058.000
1283.839, 2045.000
1285.042, 2030.000
1286.244, 2010.000
1287.446, 1986.000
1288.647, 1967.000
1289.848, 1955.000
1291.048, 1951.000
1292.248, 1952.000
1293.448, 1948.000
1294.647, 1946.000
1295.845, 1930.000
1297.043, 1925.000
1298.241, 1914.000
